Playback Hour,Operating System,Browser,Delivery Type,City,Country,ISP,State,Content Quality Entitled,Entitlement Type,Video Type,Audio Language,Title
10/30/2020 01:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
10/31/2020 00:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
10/31/2020 01:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
10/31/2020 02:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
10/31/2020 17:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
10/31/2020 17:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
10/31/2020 18:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
10/31/2020 18:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,pt-br,
11/01/2020 06:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,pt-br,
11/01/2020 06:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,pt-br,
11/01/2020 06:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,pt-br,
11/01/2020 06:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,pt-br,
11/01/2020 06:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,pt-br,
11/01/2020 06:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,pt-br,
11/01/2020 07:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,pt-br,
11/01/2020 07:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,pt-br,
11/01/2020 07:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,pt-br,
11/01/2020 08:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,pt-br,
11/01/2020 08:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,pt-br,
11/01/2020 09:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,pt-br,
11/01/2020 09:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,pt-br,
11/01/2020 13:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
11/01/2020 19:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,pt-br,
11/01/2020 19:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,pt-br,
11/01/2020 19:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,pt-br,
11/01/2020 19:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,pt-br,
11/01/2020 19:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,pt-br,
11/01/2020 20:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
11/01/2020 22:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
11/01/2020 22:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
11/01/2020 22:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
11/02/2020 00:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
11/02/2020 01:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
11/02/2020 03:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
11/02/2020 21:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
11/02/2020 21:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
11/02/2020 22:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
11/03/2020 00:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
11/03/2020 01:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
11/03/2020 02:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
11/05/2020 00:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
11/05/2020 01:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
11/05/2020 02:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
11/05/2020 02:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
11/06/2020 00:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
11/06/2020 00:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
11/06/2020 01:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
11/06/2020 02:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
11/07/2020 18:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
11/07/2020 19:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
11/07/2020 20:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
11/07/2020 21:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
11/07/2020 23:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
11/08/2020 00:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
11/08/2020 01:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
11/08/2020 01:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
11/08/2020 18:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
11/08/2020 23:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
11/08/2020 23:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
11/09/2020 01:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
11/09/2020 23:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
11/10/2020 00:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
11/10/2020 00:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
11/10/2020 01:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
11/10/2020 23:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
11/11/2020 00:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
11/11/2020 02:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
11/13/2020 03:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,pt-br,
11/13/2020 03:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,pt-br,
11/13/2020 03:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,pt-br,
11/13/2020 04:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,pt-br,
11/13/2020 04:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,pt-br,
11/13/2020 04:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,pt-br,
11/13/2020 05:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
11/13/2020 22:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
11/13/2020 22:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
11/13/2020 22:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
11/14/2020 00:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
11/14/2020 01:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
11/14/2020 02:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
11/14/2020 20:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
11/14/2020 20:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
11/14/2020 20:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
11/14/2020 21:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
11/14/2020 22:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
11/14/2020 22:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
11/16/2020 01:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
11/16/2020 01:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
11/16/2020 02:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
11/17/2020 01:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
11/17/2020 02:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
11/17/2020 02:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
11/19/2020 00:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
11/19/2020 00:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
11/19/2020 01:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
11/19/2020 01:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
11/19/2020 02:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
11/19/2020 03:00:00,10.0,,,,BR,,RS,HD,PRIME_SUBSCRIPTION,Feature,en-us,
